"coc_number","coc_name","Organization","total_spending_coc"
"AR-505","Southeast Arkansas CoC","home",51097100
"NC-513","Chapel Hill/Orange County CoC","elderly",50852200
"TX-701","Bryan, College Station/Brazos Valley CoC","coc",50772300
"IL-502","Waukegan, North Chicago/Lake County CoC","hud_disability",50681710.2132753
"LA-506","Slidell/Southeast Louisiana CoC","home",50630000
"OR-506","Hillsboro, Beaverton/Washington County CoC","hud_disability",50611700
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","hud_disability",50609300
"KS-502","Wichita/Sedgwick County CoC","hud_esg",50458800
"MI-518","Livingston County CoC","coc",50346800
"NJ-515","Elizabeth/Union County CoC","hud_disability",50254700
"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","coc",49398800
"FL-601","Ft Lauderdale/Broward County CoC","hud_esg",49094400
"OK-500","North Central Oklahoma CoC","coc",49092951.926324
"TN-500","Chattanooga/Southeast Tennessee CoC","hud_disability",48792800
"PA-508","Scranton/Lackawanna County CoC","hud_esg",48664800
"OR-502","Medford, Ashland/Jackson County CoC","coc",48588900
"SD-500","South Dakota Statewide CoC","elderly",48323400
"SC-500","Charleston/Low Country CoC","hud_disability",47758300
"AR-512","Boone, Baxter, Marion, Newton Counties CoC","elderly",47557000
"MN-502","Rochester/Southeast Minnesota CoC","hud_disability",47534000
"FL-604","Monroe County CoC","hud_disability",47331945.8509397
"OK-500","North Central Oklahoma CoC","hud_disability",47246132.4645786
"SC-502","Columbia/Midlands CoC","hud_esg",47170400
"IL-517","Aurora, Elgin/Kane County CoC","hud_disability",47158666.2173825
"VA-502","Roanoke City & County, Salem CoC","elderly",46991200
"MA-508","Lowell CoC","hud_hopwa",46845833.1407684
"IL-502","Waukegan, North Chicago/Lake County CoC","hud_esg",46738941.2600106
"SC-501","Greenville, Anderson, Spartanburg/Upstate CoC","hud_esg",46729500
"MA-509","Cambridge CoC","hud_hopwa",46370855.5932917
"VA-604","Prince William County CoC","hud_esg",45854000
"AR-505","Southeast Arkansas CoC","coc",45596000
"CA-512","Daly City/San Mateo County CoC","hud_esg",45508300
"MI-507","Portage, Kalamazoo City & County CoC","hud_disability",45385500
"OH-508","Canton, Massillon, Alliance/Stark County CoC","hud_esg",45348500
"AL-502","Florence/Northwest Alabama CoC","elderly",45148300
"NY-503","Albany City & County CoC","elderly",44870200
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","hud_disability",44641300
"MD-513","Wicomico, Somerset, Worcester Counties CoC","elderly",44637800
"WV-501","Huntington/Cabell, Wayne Counties CoC","elderly",44492800
"PA-505","Chester County CoC","hud_esg",44199300
"VA-521","Virginia Balance of State CoC","coc",43901300
"NJ-511","Paterson/Passaic County CoC","hud_esg",43794100
"NY-516","Clinton County CoC","elderly",43647300
"WA-508","Vancouver/Clark County CoC","hud_disability",43343300
"FL-606","Naples/Collier County CoC","hud_esg",43301600
"UT-500","Salt Lake City & County CoC","hud_disability",43223300
"NY-518","Utica, Rome/Oneida, Madison Counties CoC","hud_esg",43201800
"TN-502","Knoxville/Knox County CoC","hud_disability",42710400
"VA-604","Prince William County CoC","hud_disability",42709400
"NE-500","Nebraska Balance of State CoC","home",42524275.2123749
"IL-514","Dupage County CoC","hud_disability",42402150.8749081
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","hud_disability",42354400
"NV-501","Reno, Sparks/Washoe County CoC","elderly",42192400
"TX-600","Dallas City & County, Irving CoC","hud_disability",42168097.4758272
"CA-611","Oxnard, San Buenaventura/Ventura County CoC","hud_esg",41935700
"CA-522","Humboldt County CoC","elderly",41879200
"NJ-508","Monmouth County CoC","hud_esg",41706500
"CA-529","Lake County CoC","elderly",41693400
"KY-502","Lexington-Fayette County CoC","hud_esg",40977200
"SD-500","South Dakota Statewide CoC","hud_disability",40884000
"OK-501","Tulsa City & County CoC","hud_disability",40834086.4145613
"OR-500","Eugene, Springfield/Lane County CoC","hud_disability",40741000
"NC-504","Greensboro, High Point CoC","hud_esg",40571100
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","cdbg_entitlement",40468800
"CA-613","Imperial County CoC","coc",40295800
"NH-500","New Hampshire Balance of State CoC","hud_disability",40102200
"NJ-513","Somerset County CoC","hud_disability",40029200
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","elderly",39960600
"NY-606","Rockland County CoC","hud_esg",39710500
"AR-505","Southeast Arkansas CoC","hud_disability",39632800
"MA-517","Somerville CoC","hud_disability",39568923.1387271
"OK-503","Oklahoma Balance of State CoC","hud_disability",39522439.6487659
"GA-507","Savannah/Chatham County CoC","hud_esg",39164500
"PA-512","York City & County CoC","hud_esg",38804300
"CA-609","San Bernardino City & County CoC","hud_disability",38734400
"OR-507","Clackamas County CoC","hud_esg",38582400
"MA-511","Quincy, Brockton, Weymouth, Plymouth City and County CoC","hud_disability",38354055.0376293
"KS-507","Kansas Balance of State CoC","elderly",38211400
"IL-501","Rockford/Winnebago, Boone Counties CoC","hud_esg",37907000
"NY-507","Schenectady City & County CoC","hud_esg",37847300
"MI-509","Washtenaw County CoC","hud_esg",37696200
"MI-510","Saginaw City & County CoC","hud_esg",37624200
"PA-511","Bristol, Bensalem/Bucks County CoC","hud_esg",37440500
"NV-502","Nevada Balance of State CoC","cdbg_entitlement",37411500
"WV-500","Wheeling, Weirton Area CoC","hud_disability",37368000
"VA-508","Lynchburg CoC","elderly",37009100
"MD-503","Annapolis/Anne Arundel County CoC","hud_esg",36728000
"NY-608","Kingston/Ulster County CoC","elderly",36648500
"AL-506","Tuscaloosa City & County CoC","coc",36584600
"VA-505","Newport News, Hampton/Virginia Peninsula CoC","hud_disability",36573700
"MS-503","Gulf Port/Gulf Coast Regional CoC","hud_disability",36393400
"NC-500","Winston-Salem/Forsyth County CoC","hud_esg",36390500
"LA-508","Houma-Terrebonne, Thibodaux CoC","elderly",36304200
"IL-516","Decatur/Macon County CoC","hud_disability",36250800
"NC-502","Durham City & County CoC","hud_esg",36229500
"NV-501","Reno, Sparks/Washoe County CoC","hud_esg",36131900
"CA-506","Salinas/Monterey, San Benito Counties CoC","hud_esg",36116700
"MN-506","Northwest Minnesota CoC","elderly",35826800
"MI-523","Eaton County CoC","hud_disability",35712900
"MI-508","Lansing, East Lansing/Ingham County CoC","hud_esg",35707200
"FL-512","St. Johns County CoC","coc",35511800
"VA-602","Loudoun County CoC","coc",35448700
"FL-514","Ocala/Marion County CoC","hud_esg",35426500
"IN-502","Indiana Balance of State CoC","grrp_elements",35387300
"CA-511","Stockton/San Joaquin County CoC","elderly",35330100
"MA-502","Lynn CoC","hud_disability",35179115.3696179
"NY-503","Albany City & County CoC","hud_disability",35141200
"MA-508","Lowell CoC","hud_disability",35084349.3860718
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","hud_disability",34926700
"IL-512","Bloomington/Central Illinois CoC","hud_disability",34808700
"MA-509","Cambridge CoC","hud_disability",34728623.4418638
"VA-503","Virginia Beach CoC","hud_esg",34450300
"NJ-510","Lakewood Township/Ocean County CoC","hud_disability",34449500
"IA-502","Des Moines/Polk County CoC","hud_disability",34370700
"HI-500","Hawaii Balance of State CoC","hud_disability",34313600
"SC-503","Myrtle Beach, Sumter City & County CoC","hud_esg",34018300
"OK-500","North Central Oklahoma CoC","elderly",33814300
"PA-501","Harrisburg/Dauphin County CoC","hud_esg",33714700
"NY-520","Franklin, Essex Counties CoC","elderly",33697300
"LA-502","Shreveport, Bossier/Northwest Louisiana CoC","hud_esg",33571900
"NJ-509","Morris County CoC","hud_esg",33539000
"WI-503","Madison/Dane County CoC","hud_esg",33440200
"MA-507","Pittsfield/Berkshire, Franklin, Hampshire Counties CoC","hud_disability",33336600
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties CoC","hud_esg",33073700
"ND-500","North Dakota Statewide CoC","elderly",33068700
"NY-504","Cattaraugus County CoC","coc",33037200
"AK-500","Anchorage CoC","hud_esg",33030800
"WV-500","Wheeling, Weirton Area CoC","elderly",32991300
"NC-511","Fayetteville/Cumberland County CoC","elderly",32902900
"NY-511","Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC","hud_esg",32679800
"PA-503","Wilkes-Barre, Hazleton/Luzerne County CoC","hud_disability",32641100
"ME-500","Maine Balance of State CoC","hud_esg",32605400
"IL-507","Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC","hud_esg",32576600
"NV-502","Nevada Balance of State CoC","hud_disability",32495800
"WI-502","Racine City & County CoC","hud_esg",32389800
"IL-500","McHenry County CoC","hud_disability",32176980.3636151
"KS-503","Topeka/Shawnee County CoC","hud_esg",32096300
"FL-506","Tallahassee/Leon County CoC","hud_esg",32055800
"MI-503","St. Clair Shores, Warren/Macomb County CoC","hud_esg",31998500
"CA-604","Bakersfield/Kern County CoC","hud_disability",31794200
"OR-506","Hillsboro, Beaverton/Washington County CoC","hud_esg",31770500
"OH-507","Ohio Balance of State CoC","hud_esg",31728000
"AL-503","Huntsville/North Alabama CoC","hud_disability",31713000
"VA-502","Roanoke City & County, Salem CoC","hud_esg",31636500
"SC-500","Charleston/Low Country CoC","hud_esg",31634800
"LA-503","New Orleans/Jefferson Parish CoC","hud_disability",31524700
"CA-614","San Luis Obispo County CoC","hud_esg",31315500
"MA-511","Quincy, Brockton, Weymouth, Plymouth City and County CoC","hud_hopwa",31225265.6831854
"MA-510","Gloucester, Haverhill, Salem/Essex County CoC","hud_esg",30983303.581539
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","elderly",30949000
"CO-504","Colorado Springs/El Paso County CoC","hud_disability",30856100
"TX-601","Fort Worth, Arlington/Tarrant County CoC","grrp_elements",30758372.1956696
"CA-504","Santa Rosa, Petaluma/Sonoma County CoC","hud_esg",30655300
"MS-500","Jackson/Rankin, Madison Counties CoC","hud_esg",30627000
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","hud_disability",30491700
"CA-600","Los Angeles City & County CoC","grrp_elements",30490567.0527102
"OK-503","Oklahoma Balance of State CoC","hud_esg",30478499.4450097
"NY-512","Troy/Rensselaer County CoC","hud_esg",30436100
"GA-504","Augusta-Richmond County CoC","hud_esg",30375500
"MD-509","Frederick City & County CoC","coc",30231900
"TN-502","Knoxville/Knox County CoC","hud_esg",30187600
"CA-612","Glendale CoC","hud_disability",30042193.9762289
"NY-520","Franklin, Essex Counties CoC","coc",29932200
"WI-502","Racine City & County CoC","hud_disability",29362900
"AL-504","Montgomery City & County CoC","hud_esg",29301500
"CA-612","Glendale CoC","hud_esg",29275745.8800227
"WV-501","Huntington/Cabell, Wayne Counties CoC","hud_esg",29262500
"MI-515","Monroe City & County CoC","coc",29193200
"AL-507","Alabama Balance of State CoC","hud_hopwa",29156676.48404
"OR-503","Central Oregon CoC","elderly",28963400
"FL-606","Naples/Collier County CoC","hud_disability",28867100
"OK-506","Southwest Oklahoma Regional CoC","elderly",28818200
"MI-502","Dearborn, Dearborn Heights, Westland/Wayne County CoC","hud_disability",28672986.0578764
"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","hud_disability",28194200
"OH-504","Youngstown/Mahoning County CoC","hud_disability",27762300
"NC-502","Durham City & County CoC","elderly",27670200
"FL-601","Ft Lauderdale/Broward County CoC","hud_disability",27533800
"CA-525","El Dorado County CoC","coc",27318200
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","hud_disability",27295500
"MI-523","Eaton County CoC","hcv",27245300
"NE-502","Lincoln CoC","hud_esg",27038064.7369799
"LA-506","Slidell/Southeast Louisiana CoC","hud_disability",26847300
"OK-504","Norman/Cleveland County CoC","elderly",26821656.6268606
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","hud_disability",26811300
"OK-507","Southeastern Oklahoma Regional CoC","coc",26726213.55859
"NE-500","Nebraska Balance of State CoC","hud_hopwa",26578022.4141303
"TX-603","El Paso City & County CoC","hud_disability",26558000
"NC-501","Asheville/Buncombe County CoC","hud_disability",26411000
"OK-504","Norman/Cleveland County CoC","hud_disability",26402253.0082629
"PA-512","York City & County CoC","elderly",26240800
"NE-502","Lincoln CoC","hud_disability",25897979.748564
"AL-504","Montgomery City & County CoC","hud_disability",25765500
"CA-521","Davis, Woodland/Yolo County CoC","hud_disability",25631700
"MI-511","Lenawee County CoC","coc",25564200
"WA-507","Yakima City & County CoC","elderly",25532600
"MA-505","New Bedford CoC","elderly",25084886.1595911
"ID-500","Boise/Ada County CoC","hud_disability",24748900
"TX-607","Texas Balance of State CoC","grrp_elements",24536893.899291
"TN-507","Jackson/West Tennessee CoC","hud_disability",24343400
"MN-511","Southwest Minnesota CoC","elderly",24294400
"AL-506","Tuscaloosa City & County CoC","elderly",23902600
"MD-503","Annapolis/Anne Arundel County CoC","elderly",23849500
"MA-515","Fall River CoC","elderly",23477666.1195095
"KY-502","Lexington-Fayette County CoC","hud_disability",23304700
"GA-506","Marietta/Cobb County CoC","hud_disability",23258100
"AL-507","Alabama Balance of State CoC","hud_disability",23216525.5062256
"CA-509","Mendocino County CoC","elderly",23176700
"ME-500","Maine Balance of State CoC","grrp_elements",23162300
"NJ-502","Burlington County CoC","elderly",23054800
"NY-522","Jefferson, Lewis, St. Lawrence Counties CoC","elderly",23051100
"MD-510","Garrett County CoC","coc",22976700
"FL-605","West Palm Beach/Palm Beach County CoC","hud_disability",22835600
"MD-512","Hagerstown/Washington County CoC","coc",22453200
"GA-507","Savannah/Chatham County CoC","hud_disability",22303000
"CA-504","Santa Rosa, Petaluma/Sonoma County CoC","hud_disability",22247800
"NH-502","Nashua/Hillsborough County CoC","hud_disability",21979177.3963571
"OK-502","Oklahoma City CoC","hud_disability",21934307.3429713
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","hud_disability",21781800
"CA-525","El Dorado County CoC","hud_disability",21754500
"NH-502","Nashua/Hillsborough County CoC","hud_esg",21701452.8312277
"MI-509","Washtenaw County CoC","elderly",21339300
"FL-511","Pensacola/Escambia, Santa Rosa Counties CoC","hud_disability",20907900
"MN-506","Northwest Minnesota CoC","hud_disability",20893700
"CA-607","Pasadena CoC","hud_disability",20855638.8521605
"MN-504","Northeast Minnesota CoC","elderly",20368800
"CA-607","Pasadena CoC","hud_esg",20323561.7107224
"FL-602","Punta Gorda/Charlotte County CoC","hud_disability",20083300
"WY-500","Wyoming Statewide CoC","hud_disability",20017200
"MN-508","Moorhead/West Central Minnesota CoC","hud_disability",19886400
"MI-510","Saginaw City & County CoC","elderly",19125300
"MI-523","Eaton County CoC","elderly",18916700
"IL-513","Springfield/Sangamon County CoC","hud_disability",18689200
"KS-503","Topeka/Shawnee County CoC","hud_disability",18563600
"PA-511","Bristol, Bensalem/Bucks County CoC","hud_disability",18308600
"VT-500","Vermont Balance of State CoC","hud_disability",18240700
"MI-501","Detroit CoC","hud_disability",18075313.9421236
"GA-502","Fulton County CoC","hud_disability",17856237.8532581
"CA-517","Napa City & County CoC","hud_disability",17789200
"NY-604","Yonkers, Mount Vernon/Westchester County CoC","hud_disability",17606408.4892564
"PA-502","Upper Darby, Chester, Haverford/Delaware County CoC","hud_disability",17394200
"NJ-512","Salem County CoC","coc",17379200
"LA-508","Houma-Terrebonne, Thibodaux CoC","hud_disability",17369400
"FL-515","Panama City/Bay, Jackson Counties CoC","hud_disability",17280400
"NC-516","Northwest North Carolina CoC","elderly",17239200
"NY-601","Poughkeepsie/Dutchess County CoC","elderly",17180800
"NJ-502","Burlington County CoC","hud_disability",17049100
"NM-501","New Mexico Balance of State CoC","hud_esg",17041824.2954339
"IL-503","Champaign, Urbana, Rantoul/Champaign County CoC","hud_disability",16563500
"MA-505","New Bedford CoC","hud_esg",16252957.8371793
"MA-511","Quincy, Brockton, Weymouth, Plymouth City and County CoC","grrp_elements",16161688.4976954
"CA-527","Tehama County CoC","coc",16065600
"AR-503","Arkansas Balance of State CoC","coc",15929100
"MA-502","Lynn CoC","hud_hopwa",15564852.8638014
"OK-506","Southwest Oklahoma Regional CoC","coc",15397200
"MD-500","Cumberland/Allegany County CoC","coc",15253900
"AZ-500","Arizona Balance of State CoC","hud_esg",15234353.3669178
"MA-515","Fall River CoC","hud_esg",15211610.4943878
"OR-502","Medford, Ashland/Jackson County CoC","hud_disability",15144100
"NY-602","Newburgh, Middletown/Orange County CoC","hud_esg",14806000
"NJ-507","New Brunswick/Middlesex County CoC","hud_esg",14755100
"TX-604","Waco/McLennan County CoC","elderly",14742500
"FL-504","Daytona Beach, Daytona/Volusia, Flagler Counties CoC","hud_esg",14583300
"UT-504","Provo/Mountainland CoC","elderly",14577568.241527
"MI-513","Marquette, Alger Counties CoC","elderly",14484000
"MI-510","Saginaw City & County CoC","hud_disability",13812200
"GA-500","Atlanta CoC","hud_disability",13173320.4308743
"NY-516","Clinton County CoC","coc",13004600
"VA-504","Charlottesville CoC","hud_disability",12924100
"MO-503","St. Charles City & County, Lincoln, Warren Counties CoC","hud_disability",12856800
"FL-509","Fort Pierce/St. Lucie, Indian River, Martin Counties CoC","hud_disability",12675000
"MA-517","Somerville CoC","hud_esg",12643351.915655
"MD-503","Annapolis/Anne Arundel County CoC","hud_disability",12370400
"MA-519","Attleboro, Taunton/Bristol County CoC","hud_disability",12118555.8309364
"AL-507","Alabama Balance of State CoC","home",12056379.4663583
"FL-515","Panama City/Bay, Jackson Counties CoC","coc",11986500
"CA-518","Vallejo/Solano County CoC","hud_disability",11862200
"WY-500","Wyoming Statewide CoC","coc",11722900
"CA-509","Mendocino County CoC","hud_disability",11326400
"MA-508","Lowell CoC","hud_esg",11210408.0888104
"MA-509","Cambridge CoC","hud_esg",11096743.9316539
"IL-517","Aurora, Elgin/Kane County CoC","hud_hopwa",10964226.2385894
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","elderly",10714500
"NC-516","Northwest North Carolina CoC","hud_disability",10367700
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","hud_disability",10263400
"CA-614","San Luis Obispo County CoC","hud_disability",10229000
"CA-529","Lake County CoC","hud_disability",9769800
"IL-520","Southern Illinois CoC","hud_disability",9727200
"CA-529","Lake County CoC","coc",9718400
NA,NA,"hud_disability",9521200
"FL-508","Gainesville/Alachua, Putnam Counties CoC","hud_disability",9383000
"MA-506","Worcester City & County CoC","hud_disability",9233500
"CA-527","Tehama County CoC","elderly",9196700
"WA-507","Yakima City & County CoC","hud_disability",9131500
"OK-507","Southeastern Oklahoma Regional CoC","cdbg_entitlement",8918646.09465179
"PA-512","York City & County CoC","hud_disability",8686300
"MD-502","Harford County CoC","coc",8507700
"NH-501","Manchester CoC","hud_disability",8220722.60364294
"NH-501","Manchester CoC","hud_esg",8116847.16877229
"MI-509","Washtenaw County CoC","hud_disability",7763600
"IL-517","Aurora, Elgin/Kane County CoC","hud_esg",7553234.04244887
"MD-511","Mid-Shore Regional CoC","hud_disability",7532500
"NC-502","Durham City & County CoC","hud_disability",7503800
"NY-511","Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC","hud_disability",7480400
"TX-600","Dallas City & County, Irving CoC","grrp_elements",7254933.9050393
"NY-504","Cattaraugus County CoC","hud_disability",7033000
"CA-526","Tuolumne, Amador, Calaveras, Mariposa Counties CoC","hud_disability",6887400
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","hud_disability",6874500
"MA-511","Quincy, Brockton, Weymouth, Plymouth City and County CoC","hud_esg",6702963.33428818
"CA-603","Santa Maria/Santa Barbara County CoC","hud_disability",5663000
"AR-501","Fayetteville/Northwest Arkansas CoC","hud_disability",5569000
"PA-603","Beaver County CoC","hud_disability",5532900
"MD-507","Cecil County CoC","coc",5439300
"NE-500","Nebraska Balance of State CoC","hud_esg",5376735.26302008
NA,NA,"elderly",5083900
"OK-507","Southeastern Oklahoma Regional CoC","home",5051163.72859263
"IL-502","Waukegan, North Chicago/Lake County CoC","hud_hopwa",5009363.97319982
"CA-523","Colusa, Glenn, Trinity Counties CoC","coc",5000100
"CA-530","Alpine, Inyo, Mono Counties CoC","coc",5000100
"CA-524","Yuba City & County/Sutter County CoC","coc",5e+06
"CA-527","Tehama County CoC","hud_disability",4955500
"TX-607","Texas Balance of State CoC","hud_hopwa",4920389.97938097
"MA-502","Lynn CoC","hud_esg",4770887.06928598
"CA-519","Chico, Paradise/Butte County CoC","hud_disability",4709500
"IL-514","Dupage County CoC","hud_hopwa",4604749.91873097
"CT-505","Connecticut Balance of State CoC","hud_disability",4460717.32757927
"NC-511","Fayetteville/Cumberland County CoC","hud_disability",4348900
"CT-505","Connecticut Balance of State CoC","elderly",4104874.60667149
"NC-513","Chapel Hill/Orange County CoC","hud_disability",4104700
"MD-507","Cecil County CoC","hud_disability",4026700
"NV-502","Nevada Balance of State CoC","elderly",3868800
"MA-505","New Bedford CoC","hud_disability",3102926.26859
"TN-509","Appalachian Regional CoC","hud_disability",3089100
"MA-515","Fall River CoC","hud_disability",2904117.90047362
"AR-512","Boone, Baxter, Marion, Newton Counties CoC","hud_disability",2058500
"KS-505","Overland Park, Shawnee/Johnson County CoC","hud_disability",1871800
"IL-517","Aurora, Elgin/Kane County CoC","grrp_leading",1655349.56456866
"CA-606","Long Beach CoC","grrp_elements",1567359.29092273
"TX-611","Amarillo CoC","hud_disability",1067207.60168892
"IL-502","Waukegan, North Chicago/Lake County CoC","grrp_leading",876775.942956344
"MI-508","Lansing, East Lansing/Ingham County CoC","hud_disability",682348.378535829
"CA-612","Glendale CoC","grrp_elements",652559.380112965
"NY-518","Utica, Rome/Oneida, Madison Counties CoC","hud_disability",504434.03348123
"CA-607","Pasadena CoC","grrp_elements",453014.27625407
"IL-517","Aurora, Elgin/Kane County CoC","grrp_elements",444986.442088348
"NY-523","Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","elderly",241100
"IL-502","Waukegan, North Chicago/Lake County CoC","grrp_elements",235692.457783964
"NY-518","Utica, Rome/Oneida, Madison Counties CoC","elderly",224700
"MI-518","Livingston County CoC","elderly",152200
"GA-508","DeKalb County CoC","hud_disability",73441.7158676174
"AL-506","Tuscaloosa City & County CoC","hud_disability",70800
"PR-502","Puerto Rico Balance of Commonwealth CoC","cdbg_entitlement",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","coc",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","elderly",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","hcv",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","home",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","hud_disability",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","hud_esg",0
"PR-502","Puerto Rico Balance of Commonwealth CoC","hud_hopwa",0
"PR-503","South-Southeast Puerto Rico CoC","cdbg_entitlement",0
"PR-503","South-Southeast Puerto Rico CoC","coc",0
"PR-503","South-Southeast Puerto Rico CoC","elderly",0
"PR-503","South-Southeast Puerto Rico CoC","hcv",0
"PR-503","South-Southeast Puerto Rico CoC","home",0
"PR-503","South-Southeast Puerto Rico CoC","hud_disability",0
"PR-503","South-Southeast Puerto Rico CoC","hud_esg",0
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","elderly",-204364000
